Eredmény,A.h.,Er.h.,Csapat,Típus,Helyszín,Dátum
55.59,58,115,Albertirsai SE,H1,Szekszárd (HUN),2018.9.15
55.63,59,116,PVSK,F2,Zalaegerszeg (HUN),2018.5.12
55.64,-,117,TSC-Geotech,F3,Székesfehérvár (HUN),2018.9.08
55.83,-,118,ZALASZÁM-ZAC,F1,Szekszárd (HUN),2018.9.15
56.03,60,119,CVSE,F2,Székesfehérvár (HUN),2018.9.08
56.09,61,120,Győri Atlétikai Club,F3,Székesfehérvár (HUN),2018.9.08
56.6,-,121,Szekszárdi Sportközpont Nkft.,F2,Zalaegerszeg (HUN),2018.5.12
57.31,-,122,FTC,H1,Szekszárd (HUN),2018.9.15
57.53,-,123,FTC,F1,Szekszárd (HUN),2018.9.15
57.58,-,124,Albertirsai SE,F2,Székesfehérvár (HUN),2018.9.08
60.58,-,125,UTE,H2,Szekszárd (HUN),2018.9.15
61.12,-,126,BHSE,H1,Szekszárd (HUN),2018.9.15
63.72,62,127,AC Bonyhád,F1,Zalaegerszeg (HUN),2018.5.12
45.31,1,1,BHSE,F1,Budapest (HUN),2019.7.27
45.76,2,2,U23 válogatott,F1,Győr (HUN),2019.7.07
46.05,-,3,U23 válogatott,F1,Budapest (HUN),2019.6.22
46.43,3,4,HUN,F1,Győr (HUN),2019.7.07
46.57,4,5,U23 Válogatott,F1,Zalaegerszeg (HUN),2019.6.01
46.61,5,6,"BHSE ""A""",F1,Székesfehérvár (HUN),2019.9.07
46.88,6,7,U20 Válogatott,F1,Zalaegerszeg (HUN),2019.6.01
46.94,7,8,ARAK UP Akadémia,F1,Budapest (HUN),2019.7.27
47.13,-,9,"BHSE ""A""",F2,Miskolc (HUN),2019.5.11
47.15,-,10,ARAK UP Akadémia,F1,Zalaegerszeg (HUN),2019.6.02
47.2,8,11,Pannon Duo A,F2,Győr (HUN),2019.5.11
47.25,9,12,GEAC,F1,Székesfehérvár (HUN),2019.9.07
47.39,10,13,"GEAC ""A""",F2,Miskolc (HUN),2019.5.11
47.73,11,14,MTK Budapest,F2,Győr (HUN),2019.5.11
47.93,-,15,BHSE,F1,Zalaegerszeg (HUN),2019.6.02
48.08,12,16,U20 válogatott B,F1,Budapest (HUN),2019.6.22
48.27,13,17,Szolnoki MÁV-SE,F2,Miskolc (HUN),2019.5.11
48.33,14,18,"BHSE ""B""",F1,Miskolc (HUN),2019.5.11
48.48,15,19,Vasas,F1,Zalaegerszeg (HUN),2019.6.02
48.51,16,20,VEDAC,F1,Zalaegerszeg (HUN),2019.6.02
48.56,-,21,ARAK UP Akadémia,F1,Zalaegerszeg (HUN),2019.6.02
48.59,-,22,ARAK UP Akadémia,F1,Zalaegerszeg (HUN),2019.6.02
48.65,-,23,MTK Budapest,F2,Székesfehérvár (HUN),2019.9.07
48.71,17,24,Hungary U16,F,Ptuj (SLO),2019.9.28
48.82,18,25,Válogatott,F1,Zalaegerszeg (HUN),2019.6.01
48.85,-,26,Szolnoki MÁV-SE,F1,Budapest (HUN),2019.7.27
49.05,-,27,Vasas,F1,Budapest (HUN),2019.7.27
49.08,-,28,BHSE,F1,Budapest (HUN),2019.6.15
49.15,-,29,ARAK UP Akadémia,H1,Zalaegerszeg (HUN),2019.6.02
49.28,19,30,Pannónia Príma,F2,Győr (HUN),2019.5.11
49.3,20,31,Vasas A,F2,Győr (HUN),2019.5.11
49.4,21,32,Miskolci Sportiskola,F2,Miskolc (HUN),2019.5.11
49.54,22,33,SavArrA,F2,Győr (HUN),2019.5.11
49.56,23,34,ZALASZÁM-ZAC,F1,Zalaegerszeg (HUN),2019.6.02
49.6,24,35,Horn-Bercsényi DSE,F1,Zalaegerszeg (HUN),2019.6.02
49.61,25,36,Sportolj Velünk! - Veszprém - Győr,F2,Győr (HUN),2019.5.11
49.78,26,37,DOVASE,F1,Zalaegerszeg (HUN),2019.6.02
49.96,-,38,"BHSE ""B""",F1,Székesfehérvár (HUN),2019.9.07
50.0,-,39,VEDAC,H1,Zalaegerszeg (HUN),2019.6.02
50.17,-,40,Szolnoki MÁV-SE,F2,Székesfehérvár (HUN),2019.9.07
50.19,27,41,TFSE,F2,Miskolc (HUN),2019.5.11
50.22,-,42,VEDAC,F1,Budapest (HUN),2019.5.25
50.24,-,43,ARAK UP Akadémia,F1,Debrecen (HUN),2019.5.18
50.24,-,43,ZALASZÁM-ZAC,F1,Budapest (HUN),2019.7.27
50.26,28,45,Pannon Duo B,F1,Győr (HUN),2019.5.11
50.42,29,46,KSI SE,F2,Miskolc (HUN),2019.5.11
50.44,30,47,PSN - DOVASE,F2,Győr (HUN),2019.5.11
50.46,-,48,ZALASZÁM-ZAC,F1,Zalaegerszeg (HUN),2019.6.02
50.5,-,49,Vasas,F1,Budapest (HUN),2019.5.25
50.51,31,50,SVSE,F1,Budapest (HUN),2019.6.15
50.56,32,51,Egri Sportiskola SE,F2,Miskolc (HUN),2019.5.11
50.63,33,52,Vasas B,F1,Győr (HUN),2019.5.11
50.69,34,53,Szolnoki SC-SI,F1,Zalaegerszeg (HUN),2019.6.02
50.76,35,54,Csepeli DAC,F1,Zalaegerszeg (HUN),2019.6.02
50.86,36,55,ARAK UP Akadémia A,F1,Székesfehérvár (HUN),2019.9.07
50.89,-,56,ZALASZÁM-ZAC,F1,Zalaegerszeg (HUN),2019.6.02
50.9,-,57,Szolnoki SC-SI,H2,Zalaegerszeg (HUN),2019.6.02
50.93,37,58,Ikarus BSE,F1,Zalaegerszeg (HUN),2019.6.02
51.07,-,59,ZALASZÁM-ZAC,F1,Zalaegerszeg (HUN),2019.7.2
51.13,38,60,"Pannónia Príma ""A""",F2,Székesfehérvár (HUN),2019.9.07
51.15,-,61,ZALASZÁM-ZAC,H1,Zalaegerszeg (HUN),2019.6.02
51.16,-,62,Csepeli DAC,H2,Zalaegerszeg (HUN),2019.6.02
51.31,-,63,Vasas,F1,Zalaegerszeg (HUN),2019.6.02
51.5,-,64,GEAC,F1,Budapest (HUN),2019.6.15
51.53,-,65,Vasas,H1,Zalaegerszeg (HUN),2019.6.02
51.56,39,66,Reménység Vác,F1,Miskolc (HUN),2019.5.11
51.6,-,67,ARAK UP Akadémia,F1,Zalaegerszeg (HUN),2019.6.02
51.64,-,68,ARAK UP Akadémia,H1,Zalaegerszeg (HUN),2019.6.02
51.71,40,69,Békési DAC,F1,Miskolc (HUN),2019.5.11
51.73,-,70,KSI SE,F1,Zalaegerszeg (HUN),2019.6.02
51.8,41,71,FTC,F1,Székesfehérvár (HUN),2019.9.07
51.89,42,72,HÓDIÁK SE,F2,Miskolc (HUN),2019.5.11
52.08,-,73,KSI SE,H2,Zalaegerszeg (HUN),2019.6.02
52.12,-,74,Szolnoki SC-SI,F1,Székesfehérvár (HUN),2019.9.07
52.3,43,75,KARC,F1,Székesfehérvár (HUN),2019.9.07
52.48,-,76,BHSE,H1,Zalaegerszeg (HUN),2019.6.02
52.51,44,77,ARAK UP Akadémia B,F3,Székesfehérvár (HUN),2019.9.07
52.57,-,78,Miskolci Sportiskola,F1,Zalaegerszeg (HUN),2019.6.02
52.6,-,79,Ikarus BSE,F2,Székesfehérvár (HUN),2019.9.07
52.98,-,80,Miskolci Sportiskola,H1,Zalaegerszeg (HUN),2019.6.02
53.03,-,81,GEAC,F1,Zalaegerszeg (HUN),2019.6.02
53.09,-,82,BHSE,F1,Zalaegerszeg (HUN),2019.6.02
53.15,45,83,UTE,F1,Székesfehérvár (HUN),2019.9.07
53.16,46,84,Soproni AC,H2,Zalaegerszeg (HUN),2019.6.02
53.18,-,85,Miskolci Sportiskola,F1,Székesfehérvár (HUN),2019.9.07
53.2,47,86,Szombathelyi SI,H1,Zalaegerszeg (HUN),2019.6.02
53.28,48,87,Szekszárdi Sportközpont NKft.,H2,Zalaegerszeg (HUN),2019.6.02
53.39,-,88,GEAC,H2,Zalaegerszeg (HUN),2019.6.02
53.42,-,89,Csepeli DAC,F2,Székesfehérvár (HUN),2019.9.07
53.84,49,90,NYSC,F3,Székesfehérvár (HUN),2019.9.07
53.97,-,91,Szekszárdi Sportközpont NKft.,F3,Székesfehérvár (HUN),2019.9.07
53.98,-,92,VEDAC,F1,Székesfehérvár (HUN),2019.9.07
54.05,50,93,MAFC,F1,Miskolc (HUN),2019.5.11
54.05,50,93,TSC-Geotech,H2,Zalaegerszeg (HUN),2019.6.02
54.09,-,95,TSC-Geotech,F2,Székesfehérvár (HUN),2019.9.07
54.19,52,96,Bakony Balaton Team,F2,Győr (HUN),2019.5.11
54.24,-,97,KSI SE,F3,Székesfehérvár (HUN),2019.9.07
54.28,-,98,SavArrA,F2,Székesfehérvár (HUN),2019.9.07
54.44,-,99,SVSE,F3,Székesfehérvár (HUN),2019.9.07
54.79,53,100,Veresegyház VSK,F2,Székesfehérvár (HUN),2019.9.07
55.58,-,101,VEDAC,F1,Zalaegerszeg (HUN),2019.6.02
55.71,-,102,TSC-Geotech,F1,Zalaegerszeg (HUN),2019.6.02
55.74,-,103,VEDAC,H1,Zalaegerszeg (HUN),2019.6.02
55.75,-,104,TSC-Geotech,H2,Zalaegerszeg (HUN),2019.6.02
55.82,-,105,UTE,F1,Zalaegerszeg (HUN),2019.6.02
56.18,-,106,UTE,H2,Zalaegerszeg (HUN),2019.6.02
56.79,54,107,Albertirsai SE,F1,Miskolc (HUN),2019.5.11
57.2,55,108,Békéscsabai AC,F1,Székesfehérvár (HUN),2019.9.07
57.69,56,109,"ZALASZÁM-ZAC ""B""",H2,Zalaegerszeg (HUN),2019.6.02
57.95,-,110,"ZALASZÁM-ZAC ""B""",F1,Zalaegerszeg (HUN),2019.6.02
58.09,-,111,Szekszárdi Sportközpont NKft.,H2,Zalaegerszeg (HUN),2019.6.02
59.93,-,112,ZALASZÁM-ZAC,F1,Székesfehérvár (HUN),2019.9.07
64.16,57,113,ELTE SE Sashegyi gepárdok,F1,Miskolc (HUN),2019.5.11
45.33,1,1,U23 válogatott,F1,Budapest (HUN),2020.7.25
45.36,-,2,U23 válogatott,F1,Budapest (HUN),2020.8.29
45.63,2,3,válogatott,F1,Budapest (HUN),2020.9.12
46.03,3,4,felnőtt válogatott,F1,Budapest (HUN),2020.8.29
46.08,4,5,GEAC - IKARUS,F1,Székesfehérvár (HUN),2020.9.05
46.48,-,6,U23 válogatott,H1,Budapest (HUN),2020.7.25
46.53,5,7,GEAC,F1,Budapest (HUN),2020.8.08
46.81,6,8,U20 válogatott,F1,Budapest (HUN),2020.8.29
47.04,7,9,DSC-SI - NYSC,F1,Székesfehérvár (HUN),2020.9.05
47.07,8,10,U18 válogatott,F1,Budapest (HUN),2020.8.29
47.28,9,11,FTC,F1,Budapest (HUN),2020.8.08
47.34,10,12,BHSE,F1,Budapest (HUN),2020.8.08
47.38,-,13,U20 válogatott,H1,Budapest (HUN),2020.7.25
47.52,-,14,U18 válogatott,F1,Budapest (HUN),2020.7.25
47.54,-,15,BHSE,F2,Székesfehérvár (HUN),2020.9.05
47.56,-,16,U20 válogatott,F1,Budapest (HUN),2020.7.25
47.59,-,17,U18 válogatott,H1,Budapest (HUN),2020.7.25
47.6,11,18,ARAK UP Akadémia,F1,Budapest (HUN),2020.8.08
47.67,12,19,Pannon Duó,F1,Székesfehérvár (HUN),2020.9.05
47.9,13,20,"Pannóia Príma ""A""",F2,Székesfehérvár (HUN),2020.9.05
47.95,14,21,MTK Budapest,F1,Székesfehérvár (HUN),2020.9.05
48.06,15,22,Horn-Bercsényi DSE,F1,Budapest (HUN),2020.8.08
48.46,16,23,Dunafok,F2,Székesfehérvár (HUN),2020.9.05
48.51,17,24,Szolnoki MÁV-SE,F1,Budapest (HUN),2020.8.08
48.54,-,25,FTC,F1,Székesfehérvár (HUN),2020.9.05
48.55,18,26,ZALASZÁM-ZAC,F1,Budapest (HUN),2020.8.08
48.68,-,27,ARAK UP Akadémia,F1,Debrecen (HUN),2020.8.22
48.84,19,28,Vasas,F1,Budapest (HUN),2020.8.08
48.86,20,29,Vasas A,F2,Székesfehérvár (HUN),2020.9.05
48.94,-,30,Szolnoki MÁV-SE,F1,Budapest (HUN),2020.8.15
49.19,21,31,KONOK KUNOK,F2,Székesfehérvár (HUN),2020.9.05
49.25,-,32,U18 válogatott,F1,Budapest (HUN),2020.9.12
49.44,-,33,BHSE,F1,Debrecen (HUN),2020.8.22
49.45,-,34,GEAC,F1,Budapest (HUN),2020.8.15
49.55,22,35,Miskolci Sportiskola,F2,Székesfehérvár (HUN),2020.9.05
49.66,23,36,ARAK UP Akadémia A,F1,Tatabánya (HUN),2020.9.2
49.91,-,37,ZALASZÁM-ZAC,F1,Budapest (HUN),2020.8.15
50.07,-,38,Vasas,F1,Budapest (HUN),2020.8.15
50.61,24,39,Vasas B,F3,Székesfehérvár (HUN),2020.9.05
50.86,-,40,ZALASZÁM-ZAC,F1,Debrecen (HUN),2020.8.22
50.91,25,41,SavArrA,F1,Székesfehérvár (HUN),2020.9.05
51.01,26,42,UTE,F1,Debrecen (HUN),2020.8.22
51.59,27,43,UTE A,F1,Tatabánya (HUN),2020.9.2
51.78,28,44,HÓDIÁK SE,F2,Székesfehérvár (HUN),2020.9.05
51.79,29,45,Szolnoki SC-SI,F1,Debrecen (HUN),2020.8.22
51.87,30,46,Sportolj Velünk!,F1,Székesfehérvár (HUN),2020.9.05
52.52,31,47,Keszthely VDSE,F3,Székesfehérvár (HUN),2020.9.05
52.56,32,48,Győri Atlétikai Club A csapat,F1,Tatabánya (HUN),2020.9.2
53.11,33,49,Békési DAC,F3,Székesfehérvár (HUN),2020.9.05
53.44,34,50,NYSC,F2,Tatabánya (HUN),2020.9.2
53.8,35,51,TSC-Geotech,F1,Tatabánya (HUN),2020.9.2
53.96,36,52,Szombathelyi SI,F2,Tatabánya (HUN),2020.9.2
54.38,-,53,Horn-Bercsényi DSE,F1,Tatabánya (HUN),2020.9.2
54.42,37,54,Tiszaújvárosi SC,F2,Tatabánya (HUN),2020.9.2
54.59,38,55,UTE B,F3,Tatabánya (HUN),2020.9.2
55.58,39,56,Veresegyház VSK,F2,Tatabánya (HUN),2020.9.2
55.59,-,57,GEAC,F1,Budapest (HUN),2020.8.15
55.89,40,58,Albertirsai SE,F3,Székesfehérvár (HUN),2020.9.05
56.89,-,59,NYSC,F1,Debrecen (HUN),2020.8.22
58.93,41,60,MAFC,F3,Székesfehérvár (HUN),2020.9.05
60.45,42,61,Horn-Bercsényi DSE “A”,F3,Tatabánya (HUN),2020.9.2
44.38,1,1,női válogatott,F2,Stara Zagora (BUL),2021.6.19
44.78,2,2,Válogatott,F1,Tatabánya (HUN),2021.6.05
45.29,3,3,Hungary A,F1,Budapest (HUN),2021.8.24
45.67,-,4,Válogatott,F1,Veszprém (HUN),2021.8.18
45.87,4,5,GEAC,F1,Debrecen (HUN),2021.6.26
46.06,5,6,ARAK UP Akadémia,F1,Debrecen (HUN),2021.6.26
46.42,6,7,Pannon Duo,F2,Székesfehérvár (HUN),2021.9.11
46.46,7,8,GEAC - Ikarus,F2,Debrecen (HUN),2021.5.15
46.65,8,9,Hungary B,F1,Budapest (HUN),2021.8.24
46.66,9,10,BHSE,F2,Debrecen (HUN),2021.5.15
46.72,10,11,U23 válogatott,F1,Győr (HUN),2021.5.29
46.73,-,12,BHSE,F1,Debrecen (HUN),2021.6.26
46.81,11,13,U20 válogatott 'A',F1,Győr (HUN),2021.5.29
46.98,12,14,FTC,F1,Debrecen (HUN),2021.6.26
47.06,13,15,"ZALASZÁM-ZAC-SVSE ""A""",F2,Győr (HUN),2021.5.15
47.1,-,16,BHSE,F1,Székesfehérvár (HUN),2021.9.11
47.24,-,17,"ZALASZÁM-ZAC-SVSE ""A""",F2,Székesfehérvár (HUN),2021.9.11
47.28,14,18,U18 válogatott 'A',F1,Győr (HUN),2021.5.29
47.42,15,19,Hungary LJ,F1,Budapest (HUN),2021.8.24
47.43,-,20,Pannon Duo,F2,Győr (HUN),2021.5.15
47.47,16,21,MTK Budapest,F2,Győr (HUN),2021.5.15
47.51,-,22,FTC,F2,Székesfehérvár (HUN),2021.9.11
47.52,17,23,MTK - UTE,F2,Székesfehérvár (HUN),2021.9.11
47.69,18,24,Hungary U18,F1,Budapest (HUN),2021.8.24
47.81,19,25,U20 válogatott 'B',F1,Győr (HUN),2021.5.29
47.84,20,26,Vasas,F1,Debrecen (HUN),2021.6.26
48.04,21,27,ZALASZÁM-ZAC,F1,Debrecen (HUN),2021.6.26
48.06,-,28,ARAK UP Akadémia,F1,Kecskemét (HUN),2021.5.08
48.08,-,29,ARAK UP Akadémia,H1,Kecskemét (HUN),2021.5.08
48.14,-,30,ARAK UP Akadémia,F1,Kecskemét (HUN),2021.5.08
48.18,-,31,MTK Budapest,F1,Miskolc (HUN),2021.6.12
48.2,22,32,Vasas A,F2,Győr (HUN),2021.5.15
48.43,-,33,GEAC,F1,Kecskemét (HUN),2021.5.08
48.58,23,34,Szolnoki MÁV-SE,F2,Debrecen (HUN),2021.5.15
48.9,-,35,GEAC,H1,Kecskemét (HUN),2021.5.08
48.93,24,36,"ZALASZÁM-ZAC ""A""",F1,Zalaegerszeg (HUN),2021.6.15
48.98,25,37,Ikarus BSE,F1,Kecskemét (HUN),2021.5.08
49.33,-,38,Pannon Duo,F1,Székesfehérvár (HUN),2021.9.11
49.36,-,39,ARAK UP Akadémia,F1,Kecskemét (HUN),2021.5.08
49.36,-,39,ZALASZÁM-ZAC,F1,Miskolc (HUN),2021.6.12
49.61,-,41,FTC,F2,Győr (HUN),2021.5.15
49.61,-,41,Vasas,F1,Miskolc (HUN),2021.6.12
49.88,-,43,ZALASZÁM-ZAC,F1,Kecskemét (HUN),2021.5.08
49.92,-,44,ARAK UP Akadémia,H1,Kecskemét (HUN),2021.5.08
50.01,26,45,"Zalaszám-ZAC-SVSE ""B""",F1,Győr (HUN),2021.5.15
50.05,27,46,KARC,F1,Kecskemét (HUN),2021.5.08
50.05,-,46,Vasas,F1,Győr (HUN),2021.5.15
50.27,-,48,KARC,H2,Kecskemét (HUN),2021.5.08
50.28,-,49,ZALASZÁM-ZAC,H2,Kecskemét (HUN),2021.5.08
50.33,28,50,Dunafok,F1,Székesfehérvár (HUN),2021.9.11
50.43,29,51,UTE A,H1,Kecskemét (HUN),2021.5.08
50.53,30,52,SVSE,F1,Kecskemét (HUN),2021.5.08
50.63,31,53,UTE,F1,Kecskemét (HUN),2021.5.08
50.72,-,54,UTE,H2,Kecskemét (HUN),2021.5.08
50.76,32,55,PVSK - AC Bonyhád,F2,Győr (HUN),2021.5.15
50.9,-,56,SVSE,H1,Kecskemét (HUN),2021.5.08
50.96,-,57,FTC,F1,Miskolc (HUN),2021.6.12
51.0,-,58,Vasas,F1,Kecskemét (HUN),2021.5.08
51.01,33,59,Szolnoki SC-SI,H1,Kecskemét (HUN),2021.5.08
51.25,-,60,Vasas,H2,Kecskemét (HUN),2021.5.08
51.26,-,61,Szolnoki SC-SI,F1,Kecskemét (HUN),2021.5.08
51.35,34,62,Győri Atlétikai Club,F1,Kecskemét (HUN),2021.5.08
51.36,35,63,"BHSE ""A""",H1,Kecskemét (HUN),2021.5.08
51.52,-,64,Dunafok,F2,Debrecen (HUN),2021.5.15
51.58,-,65,Győri Atlétikai Club,H2,Kecskemét (HUN),2021.5.08
51.59,-,66,Szolnoki SC-SI,F1,Kecskemét (HUN),2021.5.08
51.66,36,67,Szekszárd-Dombóvár,F2,Győr (HUN),2021.5.15
51.69,-,68,ZALASZÁM-ZAC,F1,Kecskemét (HUN),2021.5.08
51.71,-,69,"BHSE ""A""",F1,Kecskemét (HUN),2021.5.08
51.92,-,70,MTK Budapest,H2,Kecskemét (HUN),2021.5.08
51.92,37,70,Haladás VSE,F1,Győr (HUN),2021.5.15
51.98,-,72,GEAC,F1,Kecskemét (HUN),2021.5.08
52.15,38,73,"ZALASZÁM-ZAC ""B""",F1,Zalaegerszeg (HUN),2021.6.15
52.25,-,74,Szolnoki SC-SI,H2,Kecskemét (HUN),2021.5.08
52.48,-,75,ZALASZÁM-ZAC,H2,Kecskemét (HUN),2021.5.08
52.56,39,76,Szekszárdi Sportközpont,H2,Kecskemét (HUN),2021.5.08
52.62,-,77,ARAK UP Akadémia,F1,Kecskemét (HUN),2021.5.08
52.63,40,78,VSD,H1,Kecskemét (HUN),2021.5.08
52.64,-,79,Győri Atlétikai Club,H2,Kecskemét (HUN),2021.5.08
52.68,41,80,TFSE,F2,Debrecen (HUN),2021.5.15
52.69,-,81,GEAC,H1,Kecskemét (HUN),2021.5.08
52.77,42,82,NYSC,F1,Kecskemét (HUN),2021.5.08
52.84,-,83,NYSC,H1,Kecskemét (HUN),2021.5.08
52.87,43,84,Békési DAC,F2,Debrecen (HUN),2021.5.15
53.0,-,85,Győri Atlétikai Club,F1,Kecskemét (HUN),2021.5.08
53.11,44,86,"ZALASZÁM-ZAC ""C""",F1,Zalaegerszeg (HUN),2021.6.15
53.13,45,87,VEDAC,F2,Győr (HUN),2021.5.15
53.2,-,88,Győri Atlétikai Club,H3,Kecskemét (HUN),2021.5.08
53.29,46,89,UTE B,H2,Kecskemét (HUN),2021.5.08
53.32,47,90,Szombathelyi SI,H1,Kecskemét (HUN),2021.5.08
53.5,-,91,ARAK UP Akadémia,H2,Kecskemét (HUN),2021.5.08
53.5,48,91,SZoESE,F1,Győr (HUN),2021.5.15
53.56,49,93,SVSE B,H2,Kecskemét (HUN),2021.5.08
53.63,-,94,Győri Atlétikai Club,H1,Kecskemét (HUN),2021.5.08
53.72,50,95,Viadukt SE,H2,Kecskemét (HUN),2021.5.08
53.99,-,96,Viadukt SE,F1,Kecskemét (HUN),2021.5.08
54.2,51,97,Salgótarjáni AC,H2,Kecskemét (HUN),2021.5.08
54.37,52,98,HÓDIÁK SE,F2,Debrecen (HUN),2021.5.15
54.41,-,99,Győri Atlétikai Club,H1,Kecskemét (HUN),2021.5.08
54.48,53,100,POSTÁS SE,H1,Kecskemét (HUN),2021.5.08
54.72,54,101,Szolnoki SC-SI B,H2,Kecskemét (HUN),2021.5.08
54.77,-,102,SVSE,H1,Kecskemét (HUN),2021.5.08
54.79,-,103,Szolnoki SC-SI B,F1,Kecskemét (HUN),2021.5.08
55.15,-,104,SVSE,F1,Kecskemét (HUN),2021.5.08
55.16,-,105,Szombathelyi SI,H1,Kecskemét (HUN),2021.5.08
55.3,-,106,Szombathelyi SI,F1,Kecskemét (HUN),2021.5.08
55.43,-,107,Ikarus BSE,F1,Kecskemét (HUN),2021.5.08
55.44,-,108,Ikarus BSE,H2,Kecskemét (HUN),2021.5.08
55.62,55,109,Albertirsai SE,F1,Debrecen (HUN),2021.5.15
56.08,-,110,UTE,H3,Kecskemét (HUN),2021.5.08
56.11,-,111,Győri Atlétikai Club,F1,Miskolc (HUN),2021.6.12
56.18,56,112,Csömöri Postások,F2,Debrecen (HUN),2021.5.15
56.66,-,113,NYSC,H2,Kecskemét (HUN),2021.5.08
57.01,57,114,TSC-Geotech,H3,Kecskemét (HUN),2021.5.08
57.52,58,115,ELTE SE Sashegyi gepárdok,F1,Debrecen (HUN),2021.5.15
57.69,-,116,Győri Atlétikai Club,H1,Kecskemét (HUN),2021.5.08
57.83,59,117,PVSK,H3,Kecskemét (HUN),2021.5.08
58.8,-,118,Albertirsai SE,H3,Kecskemét (HUN),2021.5.08
59.12,60,119,GEAC B,H2,Kecskemét (HUN),2021.5.08
59.34,61,120,Egri Sportiskola SE,H1,Kecskemét (HUN),2021.5.08
61.46,-,121,Győri Atlétikai Club,H2,Kecskemét (HUN),2021.5.08
44.19,1,1,Hungary,H2,München (GER),2022.8.19
44.41,2,2,HUN,F1,Miskolc (HUN),2022.7.09
45.13,3,3,BHSE,F1,Budapest (HUN),2022.6.24
45.41,4,4,MATE - GEAC,F1,Budapest (HUN),2022.6.24
45.57,-,5,HUN,F1,Győr (HUN),2022.8.05
45.67,5,6,"BHSE ""A""",F2,Miskolc (HUN),2022.5.14
46.1,6,7,Hungary U20,F,Maribor (SLO),2022.7.16
46.43,7,8,FTC,F1,Budapest (HUN),2022.6.24
46.47,8,9,DSC-SI,F2,Miskolc (HUN),2022.5.14
46.85,9,10,Szolnoki MÁV-SE,F2,Miskolc (HUN),2022.5.14
46.86,10,11,A,F1,Budapest (HUN),2022.6.05
47.14,-,12,Szolnoki MÁV-SE,F1,Budapest (HUN),2022.6.24
47.38,11,13,"BHSE ""B""",F1,Miskolc (HUN),2022.5.14
47.62,12,14,Vasas,F1,Miskolc (HUN),2022.7.09
47.77,-,15,DSC-SI,F2,Debrecen (HUN),2022.9.17
47.8,13,16,ARAK UP Akadémia,F1,Kecskemét (HUN),2022.5.07
48.11,14,17,ZALASZÁM-ZAC A,F2,Győr (HUN),2022.5.14
48.18,-,18,MATE - GEAC,F1,Kecskemét (HUN),2022.5.07
48.48,15,19,MTK Budapest I.,F2,Debrecen (HUN),2022.9.17
48.76,-,20,ARAK UP Akadémia,F1,Győr (HUN),2022.5.14
48.91,-,21,ARAK UP Akadémia,F1,Kecskemét (HUN),2022.5.07
48.93,-,22,MATE - GEAC,H2,Kecskemét (HUN),2022.5.07
49.2,16,23,TSC-Geotech,F1,Kecskemét (HUN),2022.5.07
49.25,-,24,TSC-Geotech,F1,Győr (HUN),2022.5.14
49.29,-,25,ARAK UP Akadémia,H2,Kecskemét (HUN),2022.5.07
49.46,-,26,Vasas,F2,Debrecen (HUN),2022.9.17
49.61,-,27,TSC-Geotech,H2,Kecskemét (HUN),2022.5.07
49.67,17,28,ZALASZÁM-ZAC,H2,Kecskemét (HUN),2022.5.07
49.78,-,29,ZALASZÁM-ZAC,F1,Kecskemét (HUN),2022.5.07
49.83,18,30,Vasas A,F1,Győr (HUN),2022.5.14
49.84,-,31,BHSE,F1,Kecskemét (HUN),2022.5.07
50.01,-,32,FTC,F1,Kecskemét (HUN),2022.5.07
50.12,-,33,FTC,F2,Debrecen (HUN),2022.9.17
50.16,-,34,ZALASZÁM-ZAC,F1,Kecskemét (HUN),2022.5.07
50.22,19,35,UTE,F1,Kecskemét (HUN),2022.5.07
50.24,20,36,SVSE,F1,Győr (HUN),2022.5.14
50.24,20,36,Ikarus BSE,F2,Debrecen (HUN),2022.9.17
50.24,-,36,MATE - GEAC,F2,Debrecen (HUN),2022.9.17
50.28,-,39,BHSE,H2,Kecskemét (HUN),2022.5.07
50.29,-,40,SVSE,F1,Kecskemét (HUN),2022.5.07
50.32,-,41,SVSE,H1,Kecskemét (HUN),2022.5.07
50.34,-,42,ZALASZÁM-ZAC,F1,Budapest (HUN),2022.6.24
50.36,22,43,MTK Budapest,F1,Győr (HUN),2022.5.14
50.39,-,44,UTE,F1,Kecskemét (HUN),2022.5.07
50.53,23,45,MTK Budapest II.,F1,Debrecen (HUN),2022.9.17
50.6,-,46,UTE,H2,Kecskemét (HUN),2022.5.07
50.69,-,47,TSC-Geotech,F2,Debrecen (HUN),2022.9.17
50.76,-,48,FTC,H1,Kecskemét (HUN),2022.5.07
50.76,24,48,Győri Atlétikai Club - A csapat,F1,Kecskemét (HUN),2022.5.07
50.76,-,48,MATE - GEAC,F1,Kecskemét (HUN),2022.5.07
50.81,-,51,Ikarus BSE,F1,Kecskemét (HUN),2022.5.07
50.83,-,52,Vasas,F2,Győr (HUN),2022.5.14
50.86,25,53,Győri Atlétikai Club,F1,Budapest (HUN),2022.6.24
50.92,-,54,MATE - GEAC,H1,Kecskemét (HUN),2022.5.07
50.94,-,55,Ikarus BSE,F2,Miskolc (HUN),2022.5.14
50.98,-,56,Ikarus BSE,F1,Kecskemét (HUN),2022.5.07
50.98,26,56,INT,F1,Miskolc (HUN),2022.7.09
51.0,27,58,ZALASZÁM-ZAC B,F2,Győr (HUN),2022.5.14
51.17,28,59,Szolnoki SC-SI A,F1,Kecskemét (HUN),2022.5.07
