Eredmény,A.h.,Er.h.,Csapat,Típus,Helyszín,Dátum
3:51.46,-,4,Vasas,F1,Kecskemét (HUN),2023.9.03
3:53.62,4,5,SVSE,F2,Budapest (HUN),2023.7.07
3:53.87,5,6,Ikarus BSE A,F3,Budapest (HUN),2023.9.1
3:54.72,6,7,UTE,F2,Budapest (HUN),2023.7.07
3:55.23,7,8,BHSE,F3,Budapest (HUN),2023.9.1
3:55.50,8,9,DVTK A,F2,Budapest (HUN),2023.9.1
3:56.38,9,10,MTK Budapest,F3,Budapest (HUN),2023.9.1
3:56.43,10,11,FTC A,F3,Budapest (HUN),2023.9.1
3:57.05,-,12,SVSE,F1,Budapest (HUN),2023.5.07
3:58.22,-,13,SVSE,F1,Kecskemét (HUN),2023.9.03
3:58.50,11,14,SVSE A,F3,Budapest (HUN),2023.9.1
3:58.97,12,15,Ikarus BSE,F2,Budapest (HUN),2023.7.07
3:59.47,13,16,Csepeli DAC,F1,Budapest (HUN),2023.7.07
3:59.63,14,17,BEAC,F1,Kecskemét (HUN),2023.9.03
4:01.67,15,18,FTC B,F1,Budapest (HUN),2023.9.1
4:04.41,16,19,ARAK UP Akadémia,F2,Budapest (HUN),2023.9.1
4:05.43,17,20,FTC,F1,Győr (HUN),2023.6.25
4:05.68,18,21,Haladás VSE,F1,Budapest (HUN),2023.5.07
4:05.78,19,22,Győri Atlétikai Club,F2,Budapest (HUN),2023.7.07
4:06.36,-,23,Győri Atlétikai Club,F2,Budapest (HUN),2023.9.1
4:06.64,20,24,VEDAC,F2,Budapest (HUN),2023.7.07
4:07.23,21,25,DSC-SI,F2,Budapest (HUN),2023.9.1
4:07.46,-,26,UTE,F1,Budapest (HUN),2023.5.07
4:07.75,-,27,Csepeli DAC,F2,Budapest (HUN),2023.9.1
4:09.79,-,28,SVSE,F1,Győr (HUN),2023.6.25
4:09.81,22,29,Ikarus BSE B,F1,Budapest (HUN),2023.9.1
4:10.05,-,30,ARAK UP Akadémia,F2,Budapest (HUN),2023.7.07
4:12.81,23,31,ZALASZÁM-ZAC,F1,Budapest (HUN),2023.5.07
4:13.08,-,32,ZALASZÁM-ZAC,F2,Budapest (HUN),2023.7.07
4:15.25,24,33,MATE - GEAC 'B',F1,Budapest (HUN),2023.9.1
4:15.99,25,34,SVSE B,F1,Budapest (HUN),2023.9.1
4:16.77,-,35,Győri Atlétikai Club,F1,Budapest (HUN),2023.5.07
4:17.02,-,36,BEAC,F1,Győr (HUN),2023.6.25
4:18.20,-,37,VEDAC,F3,Budapest (HUN),2023.9.1
4:21.08,-,38,SVSE,F1,Budapest (HUN),2023.7.07
4:21.72,26,39,SZVSE,F2,Budapest (HUN),2023.9.1
4:22.95,27,40,POSTÁS SE,F1,Budapest (HUN),2023.7.07
4:24.56,28,41,TFSE,F1,Budapest (HUN),2023.9.1
4:24.84,29,42,PVSK,F2,Budapest (HUN),2023.9.1
4:31.00,30,43,DVTK B,F1,Budapest (HUN),2023.9.1
4:31.91,31,44,Margitszigeti AC,F1,Budapest (HUN),2023.9.1
4:32.19,32,45,Tamási TAM - BAU AC,F1,Budapest (HUN),2023.9.1
4:32.21,33,46,Csömör,F1,Budapest (HUN),2023.9.1
4:32.65,-,47,POSTÁS SE,F1,Budapest (HUN),2023.9.1
4:36.53,-,48,Haladás VSE,F1,Budapest (HUN),2023.9.1
4:40.02,34,49,Albertirsai SE,F1,Budapest (HUN),2023.9.1
4:50.85,35,50,Keszthely VDSE,F1,Budapest (HUN),2023.9.1
3:34.98,1,1,HUN,F1,Budapest (HUN),2024.5.12
3:42.08,2,2,MATE - GEAC,F1,Budapest (HUN),2024.6.3
3:46.72,3,3,SVSE,F1,Budapest (HUN),2024.6.3
3:46.91,4,4,INT,F1,Budapest (HUN),2024.5.12
3:48.06,5,5,UTE,F1,Budapest (HUN),2024.6.3
3:50.40,6,6,Haladás VSE,F1,Kaposvár (HUN),2024.5.18
3:50.68,-,7,UTE,F1,Kaposvár (HUN),2024.5.18
3:50.76,7,8,SVSE A,F1,Kaposvár (HUN),2024.5.18
3:53.82,8,9,FTC,F1,Budapest (HUN),2024.6.3
3:55.87,9,10,A-Plast Ikarus BSE,F1,Kaposvár (HUN),2024.5.18
4:05.38,10,11,Győri Atlétikai Club,F1,Budapest (HUN),2024.6.3
4:05.73,-,12,MATE - GEAC,F1,Kaposvár (HUN),2024.5.18
4:10.26,11,13,ZALASZÁM-ZAC,F1,Budapest (HUN),2024.6.3
4:10.92,-,14,Győri Atlétikai Club,F1,Kaposvár (HUN),2024.5.18
4:11.17,-,15,Győri Atlétikai Club,F1,Kaposvár (HUN),2024.5.18
4:15.85,12,16,BHSE,F1,Kaposvár (HUN),2024.5.18
4:18.67,-,17,ZALASZÁM-ZAC,F1,Kaposvár (HUN),2024.5.18
4:20.37,13,18,RKSK,F1,Kaposvár (HUN),2024.5.18
4:22.67,-,19,SVSE,F1,Kaposvár (HUN),2024.5.18
