Eredmény,A.h.,Er.h.,Csapat,Típus,Helyszín,Dátum
11:22.84,-,10,ZALASZÁM-ZAC,F1,Szekszárd (HUN),2018.9.15
9:17.73,1,1,SVSE,F1,Zalaegerszeg (HUN),2019.6.02
9:25.96,-,2,SVSE,F1,Zalaegerszeg (HUN),2019.6.02
9:31.41,2,3,BEAC,F1,Zalaegerszeg (HUN),2019.6.02
9:33.84,3,4,BHSE,F1,Zalaegerszeg (HUN),2019.6.02
9:43.12,4,5,Budaörsi DSE,F1,Zalaegerszeg (HUN),2019.6.02
9:46.12,5,6,VEDAC,F1,Zalaegerszeg (HUN),2019.6.02
9:48.25,6,7,UTE,F1,Zalaegerszeg (HUN),2019.6.02
9:55.94,7,8,Győri Atlétikai Club,F1,Zalaegerszeg (HUN),2019.6.02
9:59.08,-,9,Győri Atlétikai Club,F1,Zalaegerszeg (HUN),2019.6.02
10:02.69,8,10,DOVASE,F1,Zalaegerszeg (HUN),2019.6.02
10:42.88,-,11,VEDAC,F1,Zalaegerszeg (HUN),2019.6.02
10:48.62,9,12,Miskolci Sportiskola,F1,Zalaegerszeg (HUN),2019.6.02
10:58.18,10,13,Szombathelyi SI,F1,Zalaegerszeg (HUN),2019.6.02
11:01.12,11,14,Albertirsai SE,F1,Zalaegerszeg (HUN),2019.6.02
11:06.04,12,15,Pápai AC,F1,Zalaegerszeg (HUN),2019.6.02
11:35.10,13,16,FTC,F1,Zalaegerszeg (HUN),2019.6.02
9:12.21,1,1,BEAC,F1,Kecskemét (HUN),2021.5.08
9:39.01,2,2,Győri Atlétikai Club,F1,Kecskemét (HUN),2021.5.08
9:46.69,3,3,KSI SE,F1,Kecskemét (HUN),2021.5.08
9:49.29,4,4,VEDAC,F1,Kecskemét (HUN),2021.5.08
9:56.09,-,5,BEAC,F1,Kecskemét (HUN),2021.5.08
9:57.91,5,6,DOVASE,F1,Kecskemét (HUN),2021.5.08
9:58.51,6,7,TSC-Geotech,F1,Kecskemét (HUN),2021.5.08
10:02.64,7,8,Soproni AC,F1,Kecskemét (HUN),2021.5.08
10:12.60,8,9,Ikarus BSE,F1,Kecskemét (HUN),2021.5.08
10:20.74,9,10,POSTÁS SE,F1,Kecskemét (HUN),2021.5.08
10:21.57,-,11,DOVASE,F1,Kecskemét (HUN),2021.5.08
10:30.83,10,12,SFAC,F1,Kecskemét (HUN),2021.5.08
10:31.64,11,13,GEAC,F1,Kecskemét (HUN),2021.5.08
10:41.16,-,14,DOVASE,F1,Kecskemét (HUN),2021.5.08
10:52.42,-,15,VEDAC,F1,Kecskemét (HUN),2021.5.08
9:09.55,1,1,BEAC,F1,Kecskemét (HUN),2022.5.07
9:36.35,2,2,VEDAC,F1,Kecskemét (HUN),2022.5.07
9:43.09,3,3,Soproni AC,F1,Kecskemét (HUN),2022.5.07
9:44.89,4,4,Csepeli DAC,F1,Kecskemét (HUN),2022.5.07
9:56.17,5,5,DVTK,F1,Kecskemét (HUN),2022.5.07
9:59.22,-,6,VEDAC,F1,Kecskemét (HUN),2022.5.07
10:02.67,6,7,DOVASE,F1,Kecskemét (HUN),2022.5.07
10:06.05,7,8,Vasas,F1,Kecskemét (HUN),2022.5.07
10:11.31,8,9,POSTÁS SE,F1,Kecskemét (HUN),2022.5.07
10:15.24,9,10,PVSK,F1,Kecskemét (HUN),2022.5.07
10:15.88,10,11,SVSE,F1,Kecskemét (HUN),2022.5.07
10:23.72,-,12,DOVASE,F1,Kecskemét (HUN),2022.5.07
10:23.78,11,13,SFAC,F1,Kecskemét (HUN),2022.5.07
10:32.39,-,14,SVSE,F1,Kecskemét (HUN),2022.5.07
10:35.45,-,15,Soproni AC,F1,Kecskemét (HUN),2022.5.07
9:32.24,1,1,Csepeli DAC,F1,Budapest (HUN),2023.5.07
9:35.98,2,2,VEDAC,F1,Budapest (HUN),2023.5.07
9:39.64,3,3,FTC,F1,Budapest (HUN),2023.5.07
9:47.52,4,4,SZVSE,F1,Budapest (HUN),2023.5.07
9:48.33,5,5,SVSE,F1,Budapest (HUN),2023.5.07
10:03.77,6,6,Győri Atlétikai Club,F1,Budapest (HUN),2023.5.07
10:06.38,7,7,MATE - GEAC,F1,Budapest (HUN),2023.5.07
10:08.71,8,8,SMAFC,F1,Budapest (HUN),2023.5.07
10:12.10,9,9,KSI SE,F1,Budapest (HUN),2023.5.07
10:12.21,10,10,DVTK,F1,Budapest (HUN),2023.5.07
10:12.63,-,11,SMAFC,F1,Budapest (HUN),2023.5.07
10:16.84,11,12,POSTÁS SE,F1,Budapest (HUN),2023.5.07
10:21.41,12,13,Ikarus BSE,F1,Budapest (HUN),2023.5.07
10:31.84,13,14,SFAC,F1,Budapest (HUN),2023.5.07
10:37.28,14,15,Szombathelyi SI,F1,Budapest (HUN),2023.5.07
10:46.80,15,16,Pápai AC,F1,Budapest (HUN),2023.5.07
9:18.49,1,1,SVSE,F1,Kaposvár (HUN),2024.5.18
9:35.02,2,2,FTC,F1,Kaposvár (HUN),2024.5.18
9:38.97,3,3,DSC-SI,F1,Kaposvár (HUN),2024.5.18
9:46.17,4,4,SMAFC,F1,Kaposvár (HUN),2024.5.18
9:56.40,5,5,Győri Atlétikai Club,F1,Kaposvár (HUN),2024.5.18
10:00.95,6,6,VEDAC,F1,Kaposvár (HUN),2024.5.18
10:04.39,-,7,SVSE,F1,Kaposvár (HUN),2024.5.18
10:05.50,-,8,SVSE,F1,Kaposvár (HUN),2024.5.18
10:13.07,-,9,SMAFC,F1,Kaposvár (HUN),2024.5.18
10:19.35,7,10,A-Plast Ikarus BSE,F1,Kaposvár (HUN),2024.5.18
10:19.77,8,11,Szegedi RSC,F1,Kaposvár (HUN),2024.5.18
10:20.57,9,12,MATE - GEAC,F1,Kaposvár (HUN),2024.5.18
10:30.69,10,13,Pápai AC,F1,Kaposvár (HUN),2024.5.18
10:31.79,-,14,VEDAC,F1,Kaposvár (HUN),2024.5.18
11:30.19,11,15,KASI,F1,Kaposvár (HUN),2024.5.18
