Eredmény,Szél,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
10.99,0.0,-,124,Sápi Zsófia,5,NYSC,F1,Nyíregyháza (HUN),2024.2.24
10.94,0.0,-,125,Kraicsovits Boglárka,8,Artemisz DSE,F1,Budapest (HUN),2024.2.04
10.94,0.0,-,125,Varga Zita,8,KARC,F1,Budapest (HUN),2024.5.12
10.92,0.0,30,127,Antal Hanga,5,ARAK,F1,Nyíregyháza (HUN),2024.2.24
10.9,0.0,-,128,Nyilasi Dorina,6,UTE,F1,Budapest (HUN),2024.2.04
10.89,+1.6,-,129,Sápi Zsófia,5,NYSC,F1,Szolnok (HUN),2024.7.27
10.87,0.0,31,130,Hajdú Édua,8,Szegedi RSC,F1,Budapest (HUN),2024.2.04
10.83,+0.2,-,131,Hajdú Édua,8,Szegedi RSC,F1,Székesfehérvár (HUN),2024.6.15
10.83,+0.1,32,131,Zsejki Boglárka,6,SMAFC,F1,Szolnok (HUN),2024.7.27
10.82,0.0,33,133,Kovács Nóra,4,KARC,F1,Budapest (HUN),2024.2.11
10.8,0.0,-,134,Kovács Nóra,4,KARC,F1,Budapest (HUN),2024.1.28
10.77,+1.4,34,135,Jávori Nóra,5,PVSK,F1,Szolnok (HUN),2024.7.27
10.75,0.0,-,136,Francisco-Lucas Laura,6,FTC,F1,Budapest (HUN),2024.2.11
10.74,0.0,-,137,Jánosi Tünde,8,VEDAC,F1,Budapest (HUN),2024.2.11
10.68,0.0,35,138,Mosonyi Dorka,7,MTK Budapest,F1,Budapest (HUN),2024.1.28
10.67,0.0,-,139,Molnár Eszter,5,A-Plast Ikarus BSE,F1,Budapest (HUN),2024.2.04
10.66,0.0,-,140,Nyilasi Dorina,6,UTE,F1,Budapest (HUN),2024.1.28
10.65,0.0,36,141,Andrejszki Zsófia,90,VSD,F1,Budapest (HUN),2024.2.04
10.63,0.0,-,142,Sápi Zsófia,5,NYSC,F1,Nyíregyháza (HUN),2024.1.2
10.63,0.0,-,142,Nyilasi Dorina,6,UTE,F1,Nyíregyháza (HUN),2024.2.24
10.61,0.0,-,144,Hajdú Édua,8,Szegedi RSC,F1,Budapest (HUN),2024.1.28
10.6,+1.0,37,145,Farkas Angéla,5,FTC,F1,Tatabánya (HUN),2024.8.23
10.57,+0.3,38,146,Tóth Lilien,8,TSC-Geotech,F1,Székesfehérvár (HUN),2024.6.15
10.55,0.0,39,147,Makk Réka,7,SMAFC,F1,Budapest (HUN),2024.2.04
10.54,0.0,40,148,Bodnár Lili,5,ARAK,F1,Budapest (HUN),2024.1.28
10.53,0.0,-,149,Jánosi Tünde,8,VEDAC,F1,Budapest (HUN),2024.1.28
10.53,0.0,41,149,Kerezsi Judit,4,KARC,F1,Budapest (HUN),2024.5.12
10.51,0.0,-,151,Hajdú Édua,8,Szegedi RSC,F1,Budapest (HUN),2024.2.11
10.51,+0.4,42,151,Zugor Lívia,8,GYAK,F1,Székesfehérvár (HUN),2024.6.15
10.48,0.0,-,153,Tóth Lilien,8,TSC-Geotech,F1,Nyíregyháza (HUN),2024.2.24
10.44,+1.6,-,154,Sápi Zsófia,5,NYSC,F1,Nyíregyháza (HUN),2024.6.09
10.41,-0.4,43,155,Major Ágnes,7,ZALASZÁM-ZAC,F1,Székesfehérvár (HUN),2024.6.15
10.38,+1.1,-,156,Zsejki Boglárka,6,SMAFC,F1,Budapest (HUN),2024.5.12
10.38,0.0,-,156,Hajdú Édua,8,Szegedi RSC,F1,Budapest (HUN),2024.5.12
10.37,0.0,-,158,Kraicsovits Boglárka,8,Artemisz DSE,F1,Budapest (HUN),2024.1.28
10.27,0.0,-,159,Farkas Angéla,5,FTC,F1,Budapest (HUN),2024.1.28
